count,generation_bin,group,level,p_above_threshold,p_argmax,p_argmax_given_above,ratio_iqr,ratio_max,ratio_mean,ratio_median,ratio_min,ratio_p90,ratio_p95,ratio_q1,ratio_q3,raw_max,raw_mean,raw_median,raw_min,raw_p90,raw_p95,raw_q1,raw_q3,severity,suite
53300,11-20,D03 Type-I,suite,0.16585365853658537,0.134765478424015,0.8125565610859729,0.0,2.4800049218653863,0.37862040137521474,0.0,0.0,2.261477897932081,2.3088235294117645,0.0,0.0,0.49600098437307727,0.07572408027504296,0.0,0.0,0.4522955795864162,0.4617647058823529,0.0,0.0,tou,D03 Type-I
53300,11-20,D03 Type-I,suite,0.7254033771106941,0.17075046904315197,0.23344713428512312,0.5353901097796917,2.6494079113126734,1.24177797358104,1.2002564102564102,0.1633333333333331,1.8896745230078562,2.035229460651702,0.964957264957265,1.5003473747369567,0.5298815822625347,0.248355594716208,0.24005128205128204,0.03266666666666662,0.37793490460157125,0.4070458921303404,0.192991452991453,0.30006947494739133,demand,D03 Type-I
53300,11-20,D03 Type-I,suite,0.20452157598499063,0.0772607879924953,0.3725346298504724,0.9062642617615174,2.503681885124938,0.47653916647965444,0.05732484076433,0.0,1.6421207658319448,1.804123711340029,0.012738853503184443,0.9190031152647019,0.5007363770249876,0.09530783329593089,0.011464968152866,0.0,0.32842415316638895,0.3608247422680058,0.0025477707006368888,0.1838006230529404,compressible,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resource,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.010035595140341125,0.02024291497975503,0.008175921557903653,0.010080645161289304,0.0,0.01519756838905621,0.020120724346074433,0.005053057099544713,0.015088652239885838,0.004048582995951007,0.0016351843115807306,0.002016129032257861,0.0,0.0030395136778112422,0.004024144869214887,0.0010106114199089427,0.0030177304479771677,kv,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.7261904761904762,0.0,0.0,0.5571014149547093,1.891566265060241,1.2798237699807011,1.3659147869674184,0.5540166204986149,1.5413533834586464,1.5413533834586464,0.984251968503937,1.5413533834586464,0.3783132530120482,0.25596475399614027,0.2731829573934837,0.11080332409972299,0.3082706766917293,0.3082706766917293,0.1968503937007874,0.3082706766917293,region,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tou,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,0.017857142857142856,0.0,0.0,0.04217254580257035,1.7143906574600034,0.71124177256712,0.6775969577435288,0.6262854246301176,0.8307278528907275,0.8578069455838118,0.6618736873032772,0.7040462331058476,0.3428781314920007,0.142248354513424,0.13551939154870576,0.12525708492602353,0.1661455705781455,0.17156138911676236,0.13237473746065545,0.14080924662116953,demand,D03 Type-I
840,21-30,type_i_D03I_Normal_soft_j50_i7101_a101_g50,run,1.0,1.0,1.0,0.07113821138210663,2.4618902439021886,1.725210511033506,1.6920731707315353,1.4913617886177346,1.8216463414632293,1.836890243902252,1.6819105691055198,1.7530487804876265,0.4923780487804377,0.3450421022067013,0.33841463414630707,0.29827235772354693,0.3643292682926459,0.36737804878045044,0.336382113821104,0.3506097560975253,compressible,D03 Type-I
54690,21-30,D03 Type-I,suite,0.19846407021393309,0.1397513256536844,0.6682329095264419,0.6525423728813436,5.0,0.804889714888316,0.020804438280165958,0.0,5.0,5.0,0.0,0.6525423728813436,1.0,0.16097794297766319,0.004160887656033192,0.0,1.0,1.0,0.0,0.13050847457626874,resource,D03 Type-I
54690,21-30,D03 Type-I,suite,0.019345401353081004,0.014609617846041324,0.7551984877126654,0.014296960359148797,3.053435114503687,0.06052214600725305,0.01029336078229533,0.0,0.028323057268232654,0.04149207713159545,0.0028851702250432495,0.017182130584192046,0.6106870229007374,0.012104429201450611,0.0020586721564590663,0.0,0.005664611453646531,0.008298415426319091,0.0005770340450086499,0.0034364261168384094,kv,D03 Type-I
54690,21-30,D03 Type-I,suite,0.7526787346864143,0.4804351801060523,0.6370858031289476,2.161386131898058,5.0,2.2517699924553622,1.7546666666666657,0.009993337774817168,5.0,5.0,1.0088551549652123,3.1702412868632703,1.0,0.4503539984910725,0.35093333333333315,0.0019986675549634337,1.0,1.0,0.20177103099304247,0.6340482573726541,region,D03 Type-I
54690,21-30,D03 Type-I,suite,0.16063265679283234,0.13695373925763393,0.852589641434263,0.0,2.3892426051200424,0.3652143835045577,0.0,0.0,2.2513440860215055,2.3066777731500765,0.0,0.0,0.4778485210240085,0.07304287670091153,0.0,0.0,0.4502688172043011,0.46133555463001535,0.0,0.0,tou,D03 Type-I
