count,generation,mean,median,p_above_threshold,p_argmax,severity,suite
4620,11,1.3267066130096323,1.2748955722639932,0.8004329004329004,0.17056277056277055,demand,D03 Type-I
4620,11,0.5390450252471021,0.07751937984495957,0.2528138528138528,0.09329004329004328,compressible,D03 Type-I
5115,12,0.9650792453835595,0.037946428571428,0.24086021505376345,0.16070381231671554,resource,D03 Type-I
5115,12,0.1093110127856005,0.010141987829613574,0.03597262952101662,0.027174975562072337,kv,D03 Type-I
5115,12,2.095604821552659,1.7606602475928472,0.7012707722385142,0.44379276637341153,region,D03 Type-I
5115,12,0.3440652943383352,0.0,0.1495601173020528,0.10909090909090909,tou,D03 Type-I
5115,12,1.301154710182533,1.2716666666666667,0.7671554252199414,0.16578690127077225,demand,D03 Type-I
5115,12,0.5131624543501507,0.07751937984495957,0.2396871945259042,0.09345063538611925,compressible,D03 Type-I
5285,13,0.8577706824557926,0.03218884120171627,0.22327341532639547,0.1413434247871334,resource,D03 Type-I
5285,13,0.08048094737169145,0.010211027910142723,0.023651844843897825,0.017975402081362345,kv,D03 Type-I
5285,13,2.0912596358543305,1.7034482758620688,0.7000946073793756,0.4467360454115421,region,D03 Type-I
5285,13,0.38047971010270937,0.0,0.16556291390728478,0.12677388836329234,tou,D03 Type-I
5285,13,1.2655908483246998,1.250379034004765,0.723368022705771,0.1695364238410596,demand,D03 Type-I
5285,13,0.4958385777463159,0.05732484076433,0.23935666982024598,0.09763481551561022,compressible,D03 Type-I
5220,14,0.8603018293173124,0.022963289393010084,0.23295019157088123,0.13984674329501914,resource,D03 Type-I
5220,14,0.08648769333372934,0.010118044995781929,0.02432950191570881,0.01839080459770115,kv,D03 Type-I
5220,14,2.0919684455023564,1.6481589713617764,0.725287356321839,0.4614942528735632,region,D03 Type-I
5220,14,0.3334062626572686,0.0,0.14559386973180077,0.1053639846743295,tou,D03 Type-I
5220,14,1.2580779317225248,1.2143948900068484,0.7440613026819923,0.17662835249042147,demand,D03 Type-I
5220,14,0.522989143432299,0.06934812760055319,0.24003831417624522,0.09827586206896552,compressible,D03 Type-I
5480,15,0.863568669666088,0.025751072961373023,0.21386861313868613,0.1552919708029197,resource,D03 Type-I
5480,15,0.09199448878325439,0.010211027910142723,0.03156934306569343,0.020985401459854013,kv,D03 Type-I
5480,15,2.000476976892805,1.5200294912754986,0.7003649635036496,0.425,region,D03 Type-I
5480,15,0.3695634680434099,0.0,0.1624087591240876,0.13886861313868612,tou,D03 Type-I
5480,15,1.211479996457546,1.1799823633156965,0.7058394160583942,0.15693430656934307,demand,D03 Type-I
5480,15,0.5101639075181655,0.06782945736433962,0.2271897810218978,0.10291970802919707,compressible,D03 Type-I
5290,16,0.9120218104450436,0.03004291845493519,0.23931947069943288,0.15236294896030245,resource,D03 Type-I
5290,16,0.08362936718307905,0.01110124333925383,0.022117202268431002,0.01606805293005671,kv,D03 Type-I
5290,16,2.042768493252726,1.501473063973064,0.6899810964083176,0.43856332703213613,region,D03 Type-I
5290,16,0.38154889571718265,0.0,0.16729678638941398,0.1440453686200378,tou,D03 Type-I
5290,16,1.220029557459656,1.18,0.7060491493383743,0.1724007561436673,demand,D03 Type-I
5290,16,0.4405101013787235,0.047770700636941665,0.17429111531190927,0.07655954631379962,compressible,D03 Type-I
5250,17,0.8374450692391637,0.019313304721029764,0.21561904761904763,0.14076190476190475,resource,D03 Type-I
5250,17,0.06303235849640552,0.010183299389001808,0.016761904761904763,0.014285714285714285,kv,D03 Type-I
5250,17,2.080367696461448,1.5999999999999996,0.6817142857142857,0.4594285714285714,region,D03 Type-I
5250,17,0.3600995143425332,0.0,0.1580952380952381,0.12761904761904763,tou,D03 Type-I
5250,17,1.2335509985616468,1.18,0.7163809523809523,0.18876190476190477,demand,D03 Type-I
5250,17,0.44863886454021606,0.05547850208044254,0.176,0.06914285714285714,compressible,D03 Type-I
5495,18,0.8632455979537296,0.026773761713520153,0.21182893539581438,0.15286624203821655,resource,D03 Type-I
5495,18,0.06285862915916228,0.009993337774816567,0.01692447679708826,0.015832575068243857,kv,D03 Type-I
5495,18,2.136517789825451,1.7044776119402978,0.7046405823475888,0.47734303912647863,region,D03 Type-I
5495,18,0.38444004340108917,0.0,0.16924476797088261,0.14413102820746132,tou,D03 Type-I
5495,18,1.2018996347046011,1.1493701184177374,0.6902638762511374,0.16014558689717925,demand,D03 Type-I
